cid005353894	ensp00000303211	activator	activator
cid000060752	ensp00000266376	activator	activator
cid005353894	ensp00000264381	activator	activator
cid000002153	ensp00000430432	activator	activator
cid000009433	ensp00000430432	activator	activator
cid000020585	ensp00000430432	activator	activator
cid000002512	ensp00000354859	agonist	activator
cid000005095	ensp00000354859	agonist	activator
cid000004585	ensp00000354859	agonist	activator
cid000004885	ensp00000354859	agonist	activator
cid000003938	ensp00000354859	agonist	activator
cid000002215	ensp00000354859	agonist	activator
cid000002130	ensp00000354859	agonist	activator
cid000000681	ensp00000354859	agonist	activator
cid000004745	ensp00000354859	agonist	activator
cid000002443	ensp00000354859	agonist	activator
cid000000836	ensp00000354859	agonist	activator
cid000057537	ensp00000354859	agonist	activator
cid000000774	ensp00000347299	agonist	activator
cid000002366	ensp00000347299	agonist	activator
cid005361323	ensp00000023897	agonist	activator
cid000000702	ensp00000023897	agonist	activator
cid003032285	ensp00000023897	agonist	activator
cid000004195	ensp00000369960	agonist	activator
cid000000951	ensp00000369960	agonist	activator
cid000004786	ensp00000369960	agonist	activator
cid000003105	ensp00000369960	agonist	activator
cid000004087	ensp00000369960	agonist	activator
cid000000838	ensp00000369960	agonist	activator
cid000004475	ensp00000369960	agonist	activator
cid000006081	ensp00000369960	agonist	activator
cid000005032	ensp00000369960	agonist	activator
cid000002341	ensp00000369960	agonist	activator
cid000004636	ensp00000369960	agonist	activator
cid000002216	ensp00000369960	agonist	activator
cid000003250	ensp00000369960	agonist	activator
cid000003677	ensp00000369960	agonist	activator
cid000012460	ensp00000369960	agonist	activator
cid000003171	ensp00000369960	agonist	activator
cid000005709	ensp00000369960	agonist	activator
cid000022296	ensp00000369960	agonist	activator
cid000003917	ensp00000369960	agonist	activator
cid000004436	ensp00000369960	agonist	activator
cid000003938	ensp00000367959	agonist	activator
cid000002769	ensp00000367959	agonist	activator
cid000003251	ensp00000367959	agonist	activator
cid000002684	ensp00000306490	agonist	activator
cid000005314	ensp00000306490	agonist	activator
cid000002551	ensp00000306490	agonist	activator
cid000004819	ensp00000306490	agonist	activator
cid000004168	ensp00000306490	agonist	activator
cid000003379	ensp00000231509	agonist	activator
cid000003056	ensp00000231509	agonist	activator
cid000002085	ensp00000231509	agonist	activator
cid000004043	ensp00000231509	agonist	activator
cid000002133	ensp00000231509	agonist	activator
cid000003384	ensp00000231509	agonist	activator
cid000002308	ensp00000231509	agonist	activator
cid000003003	ensp00000231509	agonist	activator
cid000003000	ensp00000231509	agonist	activator
cid000003399	ensp00000231509	agonist	activator
cid000003381	ensp00000231509	agonist	activator
cid000048175	ensp00000231509	agonist	activator
